ID	book_id	char_text	place_text	context_10	context_50	context_100
KLTKTV	43529	Andrew	the wood path	the morning after I had seen the beautiful edifice in <place> the wood path </place> completed . <char> Andrew </char> said , ' Tis a tomb . ' Shortly after	by kind looks , to be scarcely conscious that I am in existence . With such companions intercourse is rigorously excluded . In cases of peculiar uncertainty , I sometimes venture to apply to Andrew , as I did on the morning after I had seen the beautiful edifice in <place> the wood path </place> completed . <char> Andrew </char> said , ' Tis a tomb . ' Shortly after , I called at Mrs. Valmont 's door to inquire of her health , for she is now recovering slowly from a severe indisposition . Very unusually , she desired I might be admitted . I stood while I spoke	While his daughter possesses not , that I could ever discover , in the smallest degree the faculty of hearing . Andrew often looks on me with affection ; but Margaret , who has a most repulsive countenance and demeanour , appears , even while I endeavour to conciliate her by kind looks , to be scarcely conscious that I am in existence . With such companions intercourse is rigorously excluded . In cases of peculiar uncertainty , I sometimes venture to apply to Andrew , as I did on the morning after I had seen the beautiful edifice in <place> the wood path </place> completed . <char> Andrew </char> said , ' Tis a tomb . ' Shortly after , I called at Mrs. Valmont 's door to inquire of her health , for she is now recovering slowly from a severe indisposition . Very unusually , she desired I might be admitted . I stood while I spoke to her , for the wood was at liberty , and I was impatient to be gone . The surprise of Andrew 's concise information was new in my mind , and I began to describe the structure in the wood path . I perceived Mrs. Valmont 's attendant directing
HGXIVT	49096	his	the road	drifters of the world . At a little town along <place> the road </place> another kindly railway conductor lifted him far along <char> his </char> northern journey , so that presently he was coming to	walked slightly stooped , with pale face , but with long and steady stride , a man whose clothing betokened no luxury , but who still had something about him which did not grade him as one of the hopeless drifters of the world . At a little town along <place> the road </place> another kindly railway conductor lifted him far along <char> his </char> northern journey , so that presently he was coming to the lower edge of what might have been called the North ; for now he approached the great Ohio River and its scattered string of thriving communities . He had eaten only when he found the means to pay for	common tramp , for the good reason that he had not money for railway fare . Certain gentry of the road he met , but they neither accepted him as one of the guild , nor hindered him in his going , for they could not classify this man who walked slightly stooped , with pale face , but with long and steady stride , a man whose clothing betokened no luxury , but who still had something about him which did not grade him as one of the hopeless drifters of the world . At a little town along <place> the road </place> another kindly railway conductor lifted him far along <char> his </char> northern journey , so that presently he was coming to the lower edge of what might have been called the North ; for now he approached the great Ohio River and its scattered string of thriving communities . He had eaten only when he found the means to pay for what he ate . Twice he found it necessary to stop in a little town and work for a period of a day or so . Rarely did he sleep in a room . He was still a man of the wilderness . And he was happy , was David
BBNHRB	48882	Vera	the sea	to the beach at low tide . At high water <place> the sea </place> swept the foot of the cliff . <char> Vera </char> strained her eyes to make out the figure . It	. From the black shadow of the house a human figure crept out and slid along the terrace to a spot where it was just possible for a man of strong courage and cool head to make his way down to the beach at low tide . At high water <place> the sea </place> swept the foot of the cliff . <char> Vera </char> strained her eyes to make out the figure . It passed so close to her that she might have touched the hem of the white diaphanous garment about it ; a faint , sour kind of perfume was in the air . These swiftly flying feet made not the slightest	the dim corridor some one was advancing with a light . What could it mean ? What was going on ? Vera crouched close into the dark corner . She had an idea that she was going to witness something . The light in the corridor stopped and grew brighter . From the black shadow of the house a human figure crept out and slid along the terrace to a spot where it was just possible for a man of strong courage and cool head to make his way down to the beach at low tide . At high water <place> the sea </place> swept the foot of the cliff . <char> Vera </char> strained her eyes to make out the figure . It passed so close to her that she might have touched the hem of the white diaphanous garment about it ; a faint , sour kind of perfume was in the air . These swiftly flying feet made not the slightest noise . Vera guessed at once that this was one of the Orientals whom she and Geoffrey had seen along the cliffs on a memorable occasion . She was not far wrong . If not the same , they belonged to the same noisome band . Almost before Vera could
XPTKPO	23766	my	the wilderness	"child , did you think I was going to send <char> my </char> lamb out into <place> the wilderness </place> , with never a farewell ? "" "" But how"	"Aunt Kezia , in her hood and scarf , looking as if only an hour had passed since I saw her before . I was glad to see her , and I ventured to say so . "" Why , child , did you think I was going to send <char> my </char> lamb out into <place> the wilderness </place> , with never a farewell ? "" "" But how early you must have had to rise , Aunt Kezia ! "" "" Mrs Kezia , this is an unlooked - for pleasure , "" said the Doctor , coming forward . "" I could never have hoped to see"	"on Monday morning , what was my astonishment , as I was just going into the parlour , to hear a familiar voice say-- "" Did you leave your eyes at Abbotscliff , my dear ? "" "" Aunt Kezia ! "" I cried . Yes , there stood my Aunt Kezia , in her hood and scarf , looking as if only an hour had passed since I saw her before . I was glad to see her , and I ventured to say so . "" Why , child , did you think I was going to send <char> my </char> lamb out into <place> the wilderness </place> , with never a farewell ? "" "" But how early you must have had to rise , Aunt Kezia ! "" "" Mrs Kezia , this is an unlooked - for pleasure , "" said the Doctor , coming forward . "" I could never have hoped to see you at this hour . "" "" This hour ! Why , ' tis but eight o'clock ! "" cries my Aunt Kezia . "" What sort of a lig - a - bed do you think me , Doctor ? "" "" Madam , I think you the flower"
VLSIBV	28295	her	the room	"may take revenge on the Countess . Speed , keep <char> her </char> in <place> the room </place> there ! Do n't let her come out . """	"mischief , "" he whispered . "" Have you a pistol ? "" "" I gave mine to Eyre , "" I said , under my breath . "" If he means us harm , do n't resist or they may take revenge on the Countess . Speed , keep <char> her </char> in <place> the room </place> there ! Do n't let her come out . "" But the Countess de Vassart was already in the hall , facing Buckhurst with perfect composure . Twice she ordered him to leave ; he looked up from his whispered consultation with Mornac and coolly motioned her to be silent"	"his grotesque escort . For an instant I looked into his deadly eyes ; then he silently motioned me back ; a dozen bayonets were levelled , forcing me to retire , inch by inch , until I felt Speed 's grip on my arm . "" That fellow means mischief , "" he whispered . "" Have you a pistol ? "" "" I gave mine to Eyre , "" I said , under my breath . "" If he means us harm , do n't resist or they may take revenge on the Countess . Speed , keep <char> her </char> in <place> the room </place> there ! Do n't let her come out . "" But the Countess de Vassart was already in the hall , facing Buckhurst with perfect composure . Twice she ordered him to leave ; he looked up from his whispered consultation with Mornac and coolly motioned her to be silent . Once she spoke to Mornac , quietly demanding a reason for the outrage , and Mornac silenced her with a brutal gesture . "" Madame , "" I said , "" it is I they want . I beg you to retire . "" "" You are my guest"
MFPRFZ	49686	Horace	the river	"a whale , or an ice - bug ? "" <char> Horace </char> laughed . "" Whales in <place> the river </place> ! Goodness sakes , that 's a sand - bar"	"'s hung out to dry in the summer , Prudy . "" The little girl stopped short and swung her hat off into space . Horace gallantly restored it . "" O , what is that big thing there ? a whale , or an ice - bug ? "" <char> Horace </char> laughed . "" Whales in <place> the river </place> ! Goodness sakes , that 's a sand - bar , miss . A man waded across here the other day . Tell you what , if he could do it , I could -- want to see me ? "" Prudy was alarmed , agreeably to expectation . """	""" said she , waving her hat towards the Ohio . "" Poh ! you need n't think our river looks that way , "" dropping the umbrella over his shoulder . "" Tell you what it is : that river rises out of bed every spring , but it 's hung out to dry in the summer , Prudy . "" The little girl stopped short and swung her hat off into space . Horace gallantly restored it . "" O , what is that big thing there ? a whale , or an ice - bug ? "" <char> Horace </char> laughed . "" Whales in <place> the river </place> ! Goodness sakes , that 's a sand - bar , miss . A man waded across here the other day . Tell you what , if he could do it , I could -- want to see me ? "" Prudy was alarmed , agreeably to expectation . "" Well , now , "" said the boy , holding the umbrella upright once more , "" here we are at the Kinckles ' . Come ahead , girls . "" Prudy looked , and saw nothing but a crooked fence . Horace waited till Grace and Cassy came up"
XTVUVK	44747	She	the world	"other eyes which have loved me more than anyone in <place> the world </place> . "" <char> She </char> is a foreigner ; she is a new character to"	""" I must do it , I will pay court to madame de Fervaques . "" It is very likely she will bore me a little , but I will look at her beautiful eyes which are so like those other eyes which have loved me more than anyone in <place> the world </place> . "" <char> She </char> is a foreigner ; she is a new character to observe . "" I feel mad , and as though I were going to the devil . I must follow the advice of a friend and not trust myself . "" CHAPTER LV THE MINISTRY OF VIRTUE But if I"	"fifteen years , for he is now thirty . "" One ca n't say that he lacks intelligence ; he is subtle and cunning ; enthusiasm and poetry are impossible in such a character . He is an attorney : an additional reason for his not making a mistake . "" I must do it , I will pay court to madame de Fervaques . "" It is very likely she will bore me a little , but I will look at her beautiful eyes which are so like those other eyes which have loved me more than anyone in <place> the world </place> . "" <char> She </char> is a foreigner ; she is a new character to observe . "" I feel mad , and as though I were going to the devil . I must follow the advice of a friend and not trust myself . "" CHAPTER LV THE MINISTRY OF VIRTUE But if I take this pleasure with so much prudence and circumspection I shall no longer find it a pleasure.--_Lope de Vega _ . As soon as our hero had returned to Paris and had come out of the study of the marquis de La Mole , who seemed very displeased with the"
UYJENI	47423	the Moors	the Asturian kingdom	As the Christians began to recover their lost territory from <char> the Moors </char> , these conquests , instead of being joined to <place> the Asturian kingdom </place> , were erected into independent states ; but , by	Christian churches ; and in the canals which still fertilize the soil from which the Moslems were driven more than three centuries ago . “ The old Gothic monarchy founded by Pelayo survived in the kingdom of the Asturias . As the Christians began to recover their lost territory from <char> the Moors </char> , these conquests , instead of being joined to <place> the Asturian kingdom </place> , were erected into independent states ; but , by the middle of the fifteenth century , the number of them had been reduced to five,—Navarre , Aragon , Castile , Granada , and Portugal . We shall say something of Portugal at another time , for it has a	from the country . In many parts of Spain the traveller still sees numerous traces of their dominion . He finds these traces in the Oriental style of the older buildings ; in the _ alcazars _ , or palaces , they built ; in the mosques now converted into Christian churches ; and in the canals which still fertilize the soil from which the Moslems were driven more than three centuries ago . “ The old Gothic monarchy founded by Pelayo survived in the kingdom of the Asturias . As the Christians began to recover their lost territory from <char> the Moors </char> , these conquests , instead of being joined to <place> the Asturian kingdom </place> , were erected into independent states ; but , by the middle of the fifteenth century , the number of them had been reduced to five,—Navarre , Aragon , Castile , Granada , and Portugal . We shall say something of Portugal at another time , for it has a history of its own . In 1479 Ferdinand of Aragon and Isabella of Castile united these two monarchies into one . The kingdom of the Asturias had been merged into that of Leon , which was united to Castile in 1067 . Granada was added in 1492 , and Navarre
BFCVBN	19754	a farm - servant	there	the castle . A miserable stable and the cottage of <char> a farm - servant </char> was all they found <place> there </place> . The cows and a pair of draught oxen were	"putting up his pocket - book . "" Harness the britzska ; we will drive to see the cattle . "" The farm where the cattle were quartered lay to the west , about a mile and a half from the castle . A miserable stable and the cottage of <char> a farm - servant </char> was all they found <place> there </place> . The cows and a pair of draught oxen were under his charge , and he lived there with his wife and a half - witted herdsman . None of these people understood much German , or inspired any confidence : the wife was a dirty woman , without shoes"	"out generally better than Anton had expected , and the landlord boasted of his crops ; but in the vicinity of the wood it was very poor , and in many places quite unfit for culture . "" This is a serious sort of day , "" said Anton , putting up his pocket - book . "" Harness the britzska ; we will drive to see the cattle . "" The farm where the cattle were quartered lay to the west , about a mile and a half from the castle . A miserable stable and the cottage of <char> a farm - servant </char> was all they found <place> there </place> . The cows and a pair of draught oxen were under his charge , and he lived there with his wife and a half - witted herdsman . None of these people understood much German , or inspired any confidence : the wife was a dirty woman , without shoes and stockings , whose milk - pails looked as if long unwashed . The farm - servant , and sometimes the herdsman , plowed with the yoke of oxen wherever they chose ; the cattle fed on the meadow land . "" Here is work for you , "" said"
JNVMVQ	5207	Samuel Jarvis	the sea	a tune himself . It was the thundering song of <place> the sea </place> that he had heard <char> Samuel Jarvis </char> sing in the Kentucky Mountains : They bore him away	him to be fairly drenched in spring . Little birds flaming in color darted among the boughs and others more modest in garb poured forth a full volume of song . Dick , sensitive to sights and sounds , hummed a tune himself . It was the thundering song of <place> the sea </place> that he had heard <char> Samuel Jarvis </char> sing in the Kentucky Mountains : They bore him away when the day had fled , And the storm was rolling high , And they laid him down in his lonely bed By the light of an angry sky . The lightning flashed and the wild sea lashed The shore	quickly and exactly , and he would have a pleasant ride back . On his strong , swift horse , and with a good knowledge of the road , he could go several times faster than Buell 's army . He anticipated a pleasant ride . The forest seemed to him to be fairly drenched in spring . Little birds flaming in color darted among the boughs and others more modest in garb poured forth a full volume of song . Dick , sensitive to sights and sounds , hummed a tune himself . It was the thundering song of <place> the sea </place> that he had heard <char> Samuel Jarvis </char> sing in the Kentucky Mountains : They bore him away when the day had fled , And the storm was rolling high , And they laid him down in his lonely bed By the light of an angry sky . The lightning flashed and the wild sea lashed The shore with its foaming wave , And the thunder passed on the rushing blast , As it howled o'er the rover 's grave . He pressed on , hour after hour , through the deep woods , meeting no one , but content . At noon his horse suddenly showed signs
LBTVKZ	12777	You	Arizona	""" We ran up against one of that brood in <place> Arizona </place> , eh , Harry ? "" "" <char> You </char> did n't play against him , I hope , hinted"	"mines , "" rejoined the guide grimly . "" How did that happen ? "" "" Did you ever hear of ' square gamblers ' ? "" inquired Ferrers . "" Some , "" Tom admitted with a grimace . "" We ran up against one of that brood in <place> Arizona </place> , eh , Harry ? "" "" <char> You </char> did n't play against him , I hope , hinted Jim soberly . "" Yes , we did , "" admitted Tom . "" Not with his own marked cards , though , nor with any kind of cards . We met him with men 's weapons , and it"	"day I 've been sole owner of three claims , each one of which panned out a fortune . "" "" Great ! "" glowed Harry . "" But how did you lose your money , Jim ! "" "" I never got a cent out of any of the mines , "" rejoined the guide grimly . "" How did that happen ? "" "" Did you ever hear of ' square gamblers ' ? "" inquired Ferrers . "" Some , "" Tom admitted with a grimace . "" We ran up against one of that brood in <place> Arizona </place> , eh , Harry ? "" "" <char> You </char> did n't play against him , I hope , hinted Jim soberly . "" Yes , we did , "" admitted Tom . "" Not with his own marked cards , though , nor with any kind of cards . We met him with men 's weapons , and it is necessary to add that our ' square gambler ' lost . "" "" The ' square gamblers ' that I met did n't lose , "" sighed Jim Ferrers . "" They won , and that 's why all three of my mines passed out of my hands before"
HKQAEN	5311	we	the world	"me first , "" I said , "" where in <place> the world </place> are <char> we </char> , and what time is it ? "" He pulled"	"I 'd like to read you some of my notes for it . "" I 'm afraid I poorly concealed a yawn . As a matter of fact I was sleepy , and it was growing chilly . "" Tell me first , "" I said , "" where in <place> the world </place> are <char> we </char> , and what time is it ? "" He pulled out a turnip watch . "" It 's nine o'clock , "" he said , "" and we 're about two miles from Shelby , I should reckon . Perhaps we 'd better get along . They told me in"	"When I get back there and start work on my book I shall be as happy as Nebuchadnezzar when he left off grass and returned to tea and crumpets . ' Literature Among the Farmers ' I 'm going to call it , but that 's a poor title . I 'd like to read you some of my notes for it . "" I 'm afraid I poorly concealed a yawn . As a matter of fact I was sleepy , and it was growing chilly . "" Tell me first , "" I said , "" where in <place> the world </place> are <char> we </char> , and what time is it ? "" He pulled out a turnip watch . "" It 's nine o'clock , "" he said , "" and we 're about two miles from Shelby , I should reckon . Perhaps we 'd better get along . They told me in Greenbriar that the Grand Central Hotel in Shelby is a good place to stop at . That 's why I was n't anxious to get there . It sounds so darned like New York . "" He bundled the cooking utensils back into Parnassus , hitched Peg up again ,"
KFWRLQ	3460	They	the house	I will return directly , after Trude has shown me <place> the house </place> , ” <char> They </char> entered the adjoining chamber , Marie ’s sleeping - room	and gauzes . The French waiting - maid was busy within , unpacking the large trunks filled with silk and satin dresses which had been purchased by the dozens in Paris . “ Lay out an elegant visiting toilet ; I will return directly , after Trude has shown me <place> the house </place> , ” <char> They </char> entered the adjoining chamber , Marie ’s sleeping - room and found the German maid arranging the lace and silk coverings for her mistress to repose herself after the long journey . Marie betrayed no inclination for repose , but questioned Trude as to whither the other door led to	give the orders . ” Nodding proudly to Ebenstreit , she told Trude to precede her , following the old woman through the suite of brilliant rooms . “ Here is my lady ’s dressing - room , ” said Trude , entering one ornamented with mirrors , laces , and gauzes . The French waiting - maid was busy within , unpacking the large trunks filled with silk and satin dresses which had been purchased by the dozens in Paris . “ Lay out an elegant visiting toilet ; I will return directly , after Trude has shown me <place> the house </place> , ” <char> They </char> entered the adjoining chamber , Marie ’s sleeping - room and found the German maid arranging the lace and silk coverings for her mistress to repose herself after the long journey . Marie betrayed no inclination for repose , but questioned Trude as to whither the other door led to . “ Into the little corridor , baroness . ” “ Did I not order that there should be but one entrance to my sleeping - room , and that from the dressing - room ? ” “ Your commands have been strictly obeyed , ” replied Trude . “
LAQHKV	49092	St. Peter	The dome of St. Peter ’s	on the column of Trajan his old enemy Cephas . <place> The dome of <char> St. Peter </char> ’s </place> , the Stanze of the Vatican , the splendour of	to return to Rome nowadays , he would discover more cause for surprise than the proconsul . “ St. Paul , in modern Rome , would no more recognise himself on the column of Marcus Aurelius than he would recognise on the column of Trajan his old enemy Cephas . <place> The dome of <char> St. Peter </char> ’s </place> , the Stanze of the Vatican , the splendour of the churches , and the Papal pomp , all would offend his blinking eyes . In vain would he look for disciples in London , Paris , or Geneva . He would not understand either Catholics or Reformers who vie	. Thus it will be seen , if one does not pin one ’s opinion to liturgical texts , and to the strictly verbal interpretations of theologians , that St. Paul foresaw the future less accurately than Gallio , and one will be inclined to think that were the apostle to return to Rome nowadays , he would discover more cause for surprise than the proconsul . “ St. Paul , in modern Rome , would no more recognise himself on the column of Marcus Aurelius than he would recognise on the column of Trajan his old enemy Cephas . <place> The dome of <char> St. Peter </char> ’s </place> , the Stanze of the Vatican , the splendour of the churches , and the Papal pomp , all would offend his blinking eyes . In vain would he look for disciples in London , Paris , or Geneva . He would not understand either Catholics or Reformers who vie in quoting his real or supposed Epistles . Nor would he understand the minds freed from all dogma , who base their opinion on the two forces he hated and despised the most : science and reason . On discovering that the Son of Man has not come , he
FHSIQU	24130	a likely boy Who lived somewhere in Illinois	Illinois	WONDROUS STRIKE OF SAMMY DIKE . Young Sammy Dike was <char> a likely boy Who lived somewhere in <place> Illinois </place> </char> , His father was a blacksmith , and His Ma	"never could get it published . Want to hear it ? "" "" Very much , "" said Tom . "" Well , here goes , "" said the Poker anxiously , and he recited the following lines : THE WONDROUS STRIKE OF SAMMY DIKE . Young Sammy Dike was <char> a likely boy Who lived somewhere in <place> Illinois </place> </char> , His father was a blacksmith , and His Ma made pies for all the land . The pies were all so very fine That folks who sought them stood in line Before the shop of Dike & Co. , ' Mid passing rain , in drifting snow , For"	", a boy would n't be a real boy unless he was hungry . Did you ever know a boy that would confess he 'd had enough to eat , Pokey ? "" "" Once , "" said Poker , "" I wrote a poem about him , but I never could get it published . Want to hear it ? "" "" Very much , "" said Tom . "" Well , here goes , "" said the Poker anxiously , and he recited the following lines : THE WONDROUS STRIKE OF SAMMY DIKE . Young Sammy Dike was <char> a likely boy Who lived somewhere in <place> Illinois </place> </char> , His father was a blacksmith , and His Ma made pies for all the land . The pies were all so very fine That folks who sought them stood in line Before the shop of Dike & Co. , ' Mid passing rain , in drifting snow , For fear they 'd lose the tasty prize Of "" Dike 's new patent home - made pies . "" One day , alas , poor Mrs. Dike , Who with her pies had made the strike , By overwork fell very ill , And all her orders could not fill"
LHUXTJ	59476	her	her cabin	after Happy ’s son . At last he slipped to <place> <char> her </char> cabin </place> , lifted the laughing little fellow upon his shoulders ,	will buzz him till he leaves town fer good . ” It was sundown when Skeeter got back to the saloon , and he ate his supper and waited impatiently until the darkness was heavy enough for him to venture after Happy ’s son . At last he slipped to <place> <char> her </char> cabin </place> , lifted the laughing little fellow upon his shoulders , and carried him back to the rear room of his saloon . “ Huh , ” Skeeter grunted as he turned on the light and surveyed the boy . “ Happy shore has put de paradise rags on Ready Rocket	guess I ’m got to take it . ” “ You kin come back in de mawnin ’ , ” Skeeter assured her , as he rose to go . “ When Shin finds out he ’s made a miscue an ’ stole de wrong chile , de Tickfall niggers will buzz him till he leaves town fer good . ” It was sundown when Skeeter got back to the saloon , and he ate his supper and waited impatiently until the darkness was heavy enough for him to venture after Happy ’s son . At last he slipped to <place> <char> her </char> cabin </place> , lifted the laughing little fellow upon his shoulders , and carried him back to the rear room of his saloon . “ Huh , ” Skeeter grunted as he turned on the light and surveyed the boy . “ Happy shore has put de paradise rags on Ready Rocket . He looks like a valumtime . I do n’t b’lieve he ’ll feel half as comf’able in dem gyarmints as he will in dese sensible clothes . ” Then for the first time in his life Skeeter began to undress a baby . His inexperienced hands were as clumsy
PQTBWH	21331	my	Bagdad	me to take up my abode at his house during <char> my </char> stay at <place> Bagdad </place> , to which , of course , I acceded with	old man , rubbing his hand on his cheek , I think I feel them now. He at length ceded to my assurances that I had no other object in view than his happiness , and then very kindly asked me to take up my abode at his house during <char> my </char> stay at <place> Bagdad </place> , to which , of course , I acceded with all manner of pleasure . This conversation had taken place in the back room of the Bokhara merchants shop , during which the old man had treated me to five paras worth of coffee , brought from a neighbouring coffee	, the viper , she passed her whole time in telling me how vastly honoured I was in having taken to wife one who had led the Shah by the beard , and enforced each word with either a slap or a scratch . _ Amân ! Amân!_ said the old man , rubbing his hand on his cheek , I think I feel them now. He at length ceded to my assurances that I had no other object in view than his happiness , and then very kindly asked me to take up my abode at his house during <char> my </char> stay at <place> Bagdad </place> , to which , of course , I acceded with all manner of pleasure . This conversation had taken place in the back room of the Bokhara merchants shop , during which the old man had treated me to five paras worth of coffee , brought from a neighbouring coffee - house ; and when it was over , he proposed going to his sons shop , situated in the same bazaar , some few doors farther on . His sons name was Suleiman . Having set himself up in the cloth trade during his fathers long absence , he
YPTPGN	28022	he	the road	of Kenneth Gregory as he knelt over him . Then <char> he </char> staggered to his feet and looked up and down <place> the road </place> . As the possible consequences of his act began to	". McCoy broke into a run . "" Go back , "" he cried . "" Hurry . Get your gun . I 'm going on . "" * * * * * Boris looked stupidly into the white face of Kenneth Gregory as he knelt over him . Then <char> he </char> staggered to his feet and looked up and down <place> the road </place> . As the possible consequences of his act began to filter through his consciousness , he jumped to cover in the brush and ran down the ravine in the direction of Russian valley . When Dickie Lang reached the spot where she had seen the men fighting in the roadway"	"there and see what 's the trouble . "" Dickie followed after him . "" I 'm going too , "" she said . "" I should have gone back and told Swanson or---- "" Her words were interrupted by the sharp report of a gun from over the hill . McCoy broke into a run . "" Go back , "" he cried . "" Hurry . Get your gun . I 'm going on . "" * * * * * Boris looked stupidly into the white face of Kenneth Gregory as he knelt over him . Then <char> he </char> staggered to his feet and looked up and down <place> the road </place> . As the possible consequences of his act began to filter through his consciousness , he jumped to cover in the brush and ran down the ravine in the direction of Russian valley . When Dickie Lang reached the spot where she had seen the men fighting in the roadway , she found Jack McCoy bending over the sprawling figure of Kenneth Gregory . "" Is he dead ? "" McCoy shook his head . "" The bullet went into his side , "" he said . "" He 's losing a lot of blood but he 's still conscious"
FRHKHH	4226	I	the field	V. ” ( October 17 , 1796 ) , “ <char> I </char> was yesterday the whole day on <place> the field </place> . To - day I have kept my bed .	all its pains , holds him captive in its hands , and the general has no means of appeasing the lover . The letter which complains of Josephine ’s coldness is dated “ MODENA , 26th Vendemiaire of the Year V. ” ( October 17 , 1796 ) , “ <char> I </char> was yesterday the whole day on <place> the field </place> . To - day I have kept my bed . Fever and a violent headache have debarred me from writing to my adored one ; but I have received her letters , I pressed them to my lips and to my heart , and the anguish of a separation of	that her letters are cold , and then , when she dips her pen in the fire of tender love , he complains again that her glowing letters “ turn his blood into fire , and stir up his whole being . ” Love , with all its wantonness and all its pains , holds him captive in its hands , and the general has no means of appeasing the lover . The letter which complains of Josephine ’s coldness is dated “ MODENA , 26th Vendemiaire of the Year V. ” ( October 17 , 1796 ) , “ <char> I </char> was yesterday the whole day on <place> the field </place> . To - day I have kept my bed . Fever and a violent headache have debarred me from writing to my adored one ; but I have received her letters , I pressed them to my lips and to my heart , and the anguish of a separation of hundreds of miles disappeared . At this moment I see you at my side , neither capricious nor angry , but soft , tender , and wrapped in that goodness which is exclusively the attribute of my Josephine . It was a dream -- judge if it could drive the
BXULFC	30100	the bride	some chamber	", "" Lady Persiflage said to her daughter , when <char> the bride </char> was taken into <place> some chamber </place> for the readjustment of her dress . "" Yes ,"	"So it was with Lord Llwddythlw . It might , perhaps , have saved pain if , as Lady Amaldina had said , chloroform could have been used . "" Well , my dear , it is done at last , "" Lady Persiflage said to her daughter , when <char> the bride </char> was taken into <place> some chamber </place> for the readjustment of her dress . "" Yes , mamma , it is done now . "" "" And are you happy ? "" "" Certainly I am . I have got what I wanted . "" "" And you can love him ? "" Coming from Lady Persiflage"	"hand and bowed , and yet he looked to be neither fluttered nor ill at ease . We know how a brave man will sit and have his tooth taken out , without a sign of pain on his brow,--trusting to the relief which is to come to him . So it was with Lord Llwddythlw . It might , perhaps , have saved pain if , as Lady Amaldina had said , chloroform could have been used . "" Well , my dear , it is done at last , "" Lady Persiflage said to her daughter , when <char> the bride </char> was taken into <place> some chamber </place> for the readjustment of her dress . "" Yes , mamma , it is done now . "" "" And are you happy ? "" "" Certainly I am . I have got what I wanted . "" "" And you can love him ? "" Coming from Lady Persiflage this did seem to be romantic ; but she had been stirred up to some serious thoughts as she remembered that she was now surrendering to a husband the girl whom she had made , whom she had tutored , whom she had prepared either for the good or for"
QYEYTJ	9907	Pierre Lecorbeau	the village of Beaubassin	gray homespun cloth of the Acadians . His name was <char> Pierre Lecorbeau </char> , and he had just come from <place> the village of Beaubassin </place> to carry eggs , milk , and cheeses to the	"in loud , excited tones . As they spoke a tallish lad drew near and listened eagerly . The boy , who was apparently about sixteen or seventeen years of age , was clad in the rough , yellow - gray homespun cloth of the Acadians . His name was <char> Pierre Lecorbeau </char> , and he had just come from <place> the village of Beaubassin </place> to carry eggs , milk , and cheeses to the camp on Beauséjour . The words he now heard seemed to concern him deeply , for his dark face paled anxiously as he listened . "" Yes , I tell you , "" one of the soldiers was saying ,"	"The group on Beauséjour knew that the British would attempt no landing for some hours , as the tide was scarce past the ebb , and half a mile of red mire lay between the water and the firm green edges of the marsh . The French soldiers were talking in loud , excited tones . As they spoke a tallish lad drew near and listened eagerly . The boy , who was apparently about sixteen or seventeen years of age , was clad in the rough , yellow - gray homespun cloth of the Acadians . His name was <char> Pierre Lecorbeau </char> , and he had just come from <place> the village of Beaubassin </place> to carry eggs , milk , and cheeses to the camp on Beauséjour . The words he now heard seemed to concern him deeply , for his dark face paled anxiously as he listened . "" Yes , I tell you , "" one of the soldiers was saying , "" Beaubassin must go . Monsieur the abbé has said so . You know , he came into camp this morning about daybreak , and has been shut up with the colonel ever since . But he talks so loud when he 's angry that Jacques has got hold of"
MQXRJE	26277	I	a town	hundred dollars in banknotes , and a torn envelope with <place> a town </place> and state written clearly on it . <char> I </char> have tried to write the name of this town ,	". "" Will you let me examine your bag ? "" Roger said at last , and she handed him the coarse , imitation - leather affair . There was a soiled , cheap handkerchief in it , some four hundred dollars in banknotes , and a torn envelope with <place> a town </place> and state written clearly on it . <char> I </char> have tried to write the name of this town , and when I found that impossible , I tried to invent one to take its place , but I could not do it . Surely it is nothing to any of you who may happen to read this poor attempt"	"-- OUT OF A CHEST , TO FLEE AT DAWN ] It was absurd -- but something must be done . Margarita sat contented and amused , devouring the shabby bustle all around her with her great deep - set eyes , willing , apparently , to sit there indefinitely . "" Will you let me examine your bag ? "" Roger said at last , and she handed him the coarse , imitation - leather affair . There was a soiled , cheap handkerchief in it , some four hundred dollars in banknotes , and a torn envelope with <place> a town </place> and state written clearly on it . <char> I </char> have tried to write the name of this town , and when I found that impossible , I tried to invent one to take its place , but I could not do it . Surely it is nothing to any of you who may happen to read this poor attempt of mine to pass my time , nothing , and less than nothing , just what may be the name of the utterly unimportant little backwater of a village from which , if you know the way , you may walk four miles or so to Margarita 's home ."
